multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa
935,99 998 68,invalid_date,14:34,87.0,80,Av. Siempre Viva,R03,IMPAGA
936,41 RS TZ,invalid_date,09:42 AM,74.0,60,ruta 9,R01,APELADA
937,HK 06 YMX,2023/02/20,18:42,,40,av libertador,,IMPAGA
938,41 RS TZ,2022-07-21,08:36,148.0,80,ruta 9,R03,ERROR
939,691 XC 80,2021/07/12,14:34,49.0,40,AV LIBERTADOR,,IMPAGA
940,INTIGR8,2023-05-22,09:42 AM,54.0,60,ruta 9,,PAGADA
941,M43 1ZW,invalid_date,invalid_hour,,60,Ruta 9,R01,ERROR
942,VTII AHV,25/01/2020,08:36,73.0,60,Av. Siempre Viva,,PAGADA
943,99 998 68,2022-09-07,14:34,102.0,80,Av. Siempre Viva,,APELADA
944,GLEN1E,06/08/2023,18:42,,80,av libertador,R01,IMPAGA
945,BHRP 770,11/03/2021,invalid_hour,95.0,60,Av. Libertador,,APELADA
946,29 999 61,2022-08-30,invalid_hour,97.0,80,Av Siempre Viva,R02,PAGADA
947,CT5 B876,2020-06-18,09:43 AM,39.0,40,Av. Siempre Viva,R01,APELADA
948,HAMSTUR,2021/03/18,08:36,88.0,60,AV LIBERTADOR,,PAGADA
949,N HZ 1002,15/03/2020,08:36,127.0,60,Av. Siempre Viva,R01,APELADA
950,57 777 70,2021-08-24,08:37,,60,Av. Libertador,R01,IMPAGA
951,99 998 68,2023/04/25,09:43 AM,,80,Av. Siempre Viva,,ERROR
952,T0Y DR,2023/02/04,08:37,,40,AV LIBERTADOR,R02,IMPAGA
953,GN64 OTP,2023-12-06,14:35,,60,Av. Siempre Viva,,IMPAGA
954,VTII AHV,invalid_date,invalid_hour,91.0,60,ruta 9,R01,IMPAGA
955,RFH 373,25/07/2020,invalid_hour,,80,av libertador,R01,APELADA
956,GLEN1E,invalid_date,18:43,,60,ruta 9,R03,APELADA
957,WU 341 A,2022-10-07,14:35,,60,av libertador,,PAGADA
958,WE FLYN,invalid_date,09:43 AM,,40,Av Siempre Viva,R01,IMPAGA
959,831 MDB,26/06/2022,08:37,,40,Av. Libertador,R01,APELADA
960,NTHG LFT,invalid_date,09:43 AM,,60,Av Siempre Viva,R02,IMPAGA
961,OUTSTDN,2021/10/10,18:43,74.0,60,Av. Siempre Viva,,PAGADA
962,X IIUME,2020-05-11,09:43 AM,,60,ruta 9,R02,IMPAGA
963,WU 341 A,invalid_date,08:37,,40,av libertador,R02,IMPAGA
964,CD 056 01,2023/11/13,18:43,,60,Ruta 9,R01,ERROR
965,990 XYK,invalid_date,08:37,,40,ruta 9,R02,PAGADA
966,M20 CPR,22/06/2023,invalid_hour,87.0,80,AV LIBERTADOR,R03,IMPAGA
967,INTIGR8,2021-11-06,08:38,81.0,60,AV LIBERTADOR,R03,IMPAGA
968,CD 056 01,invalid_date,18:43,66.0,60,Av. Siempre Viva,R01,APELADA
969,VY 90 540,2020/12/13,09:44 AM,,80,Av Siempre Viva,R02,IMPAGA
970,HK 06 YMX,03/05/2022,14:35,,80,ruta 9,,ERROR
971,FVIO UHP,invalid_date,09:44 AM,119.0,60,ruta 9,R01,ERROR
972,990 XYK,invalid_date,08:38,,60,av libertador,,ERROR
973,HK 06 YMX,invalid_date,09:44 AM,121.0,60,av libertador,R02,PAGADA
974,M PX 9357,11/03/2020,14:35,,80,Av. Siempre Viva,R03,APELADA
975,M VU 4688,2023/08/25,18:43,132.0,60,av libertador,R03,ERROR
976,99 998 68,2023-05-05,14:35,109.0,60,Av. Siempre Viva,R01,PAGADA
977,BB 8986,14/03/2022,09:44 AM,81.0,60,ruta 9,R02,PAGADA
978,W326 AVE,invalid_date,08:38,,40,ruta 9,R02,ERROR
979,X IIUME,18/06/2023,14:36,68.0,60,Av. Siempre Viva,R03,APELADA
980,X IIUME,invalid_date,09:44 AM,,40,ruta 9,,IMPAGA
981,831 MDB,2023/02/23,18:44,,40,ruta 9,R03,PAGADA
982,BM -351,2020/11/04,14:36,81.0,40,av libertador,R03,ERROR
983,YLO8 WUE,2023-10-07,18:44,59.0,40,Av Siempre Viva,R01,APELADA
984,,14/01/2023,invalid_hour,,60,av libertador,R02,IMPAGA
985,AWS 167,2020/02/07,18:44,33.0,40,av libertador,R03,PAGADA
986,M PX 9357,2020/12/14,14:36,,60,ruta 9,R01,IMPAGA
987,BB 8986,17/02/2021,08:38,,80,AV LIBERTADOR,R01,PAGADA
988,6NCE831,invalid_date,invalid_hour,111.0,60,Av. Libertador,R03,APELADA
989,TL03 GOG,01/03/2020,invalid_hour,,40,Av Siempre Viva,R01,APELADA
990,81-ZF-JD,2021-01-19,09:45 AM,,80,AV LIBERTADOR,,IMPAGA
991,YLO8 WUE,2022-07-31,08:38,,60,Ruta 9,R02,ERROR
992,TL03 GOG,2020-01-14,08:39,128.0,60,AV LIBERTADOR,R01,IMPAGA
993,RFH 373,invalid_date,invalid_hour,,40,ruta 9,R03,PAGADA
994,W326 AVE,2021/09/09,08:39,,40,Ruta 9,R03,ERROR
995,VY 90 540,2021/03/27,14:36,89.0,60,Av. Libertador,R03,IMPAGA
996,0695 DVH,invalid_date,08:39,59.0,40,Av Siempre Viva,R03,IMPAGA
997,GLEN1E,invalid_date,invalid_hour,83.0,40,AV LIBERTADOR,R02,PAGADA
998,INTIGR8,09/01/2023,14:36,,80,Ruta 9,R03,APELADA
999,WU08 YWC,2022/08/06,invalid_hour,79.0,80,Av Siempre Viva,,PAGADA
1000,691 XC 80,2020/11/13,invalid_hour,121.0,60,AV LIBERTADOR,R02,APELADA
1001,,2023-11-01,09:45 AM,,80,Av Siempre Viva,R02,IMPAGA
1002,N HZ 1002,invalid_date,18:44,71.0,40,Ruta 9,R03,IMPAGA
1003,YLO8 WUE,19/01/2024,08:39,,60,ruta 9,,IMPAGA
1004,T0Y DR,invalid_date,18:44,,80,AV LIBERTADOR,R02,IMPAGA
1005,BB 8986,2022/03/11,14:37,,60,ruta 9,R01,PAGADA
1006,41 RS TZ,invalid_date,08:39,,60,ruta 9,,ERROR
1007,T0Y DR,2022-12-03,09:45 AM,89.0,60,Av. Libertador,R03,IMPAGA
1008,GE 1466,invalid_date,08:40,81.0,80,ruta 9,R03,IMPAGA
1009,HF 3461,2023/02/15,18:45,132.0,80,Av. Siempre Viva,R03,APELADA
1010,OUTSTDN,invalid_date,08:40,92.0,40,ruta 9,R02,ERROR
1011,UW3932,invalid_date,14:37,82.0,80,Ruta 9,R02,PAGADA
1012,HF 3461,2020-06-03,invalid_hour,74.0,40,Ruta 9,,ERROR
1013,8B90638,15/11/2020,invalid_hour,55.0,40,ruta 9,R01,PAGADA
1014,WU08 YWC,29/08/2020,08:40,126.0,80,Ruta 9,R01,ERROR
1015,DI2 LOT,03/08/2023,09:45 AM,,80,AV LIBERTADOR,R01,APELADA
1016,BP717,invalid_date,18:45,82.0,60,Av Siempre Viva,R03,APELADA
1017,41 RS TZ,2022-10-25,18:45,36.0,40,AV LIBERTADOR,R03,ERROR
1018,3646 HBH,2022-08-08,18:45,126.0,60,Av. Siempre Viva,R03,ERROR
1019,HAMSTUR,2020/11/27,18:45,71.0,60,AV LIBERTADOR,R03,IMPAGA
1020,GN64 OTP,invalid_date,09:45 AM,,60,Av Siempre Viva,,PAGADA
1021,T0Y DR,2023-03-14,18:46,79.0,40,Av Siempre Viva,,APELADA
1022,831 MDB,2021/10/03,09:46 AM,153.0,80,Av. Libertador,R01,IMPAGA
1023,VNK296 GP,05/07/2022,14:37,,80,Av Siempre Viva,R03,ERROR
1024,831 MDB,2020-04-14,09:46 AM,,40,Av. Libertador,,PAGADA
1025,CD 056 01,07/05/2023,invalid_hour,,40,ruta 9,R03,PAGADA
1026,81-ZF-JD,2021/02/08,08:40,119.0,40,Ruta 9,R03,APELADA
1027,HF 3461,invalid_date,08:40,117.0,60,Av. Siempre Viva,,APELADA
1028,GN64 OTP,2020/10/10,09:46 AM,,40,AV LIBERTADOR,R02,PAGADA
1029,29 999 61,30/08/2022,invalid_hour,60.0,60,Av. Libertador,R03,ERROR
1030,0695 DVH,2022-10-12,14:37,,40,AV LIBERTADOR,R02,APELADA
1031,CD 056 01,2022/09/16,18:46,,40,Av. Libertador,,APELADA
1032,M VU 4688,22/01/2020,09:46 AM,138.0,60,Ruta 9,R03,IMPAGA
1033,DI2 LOT,2022/05/15,08:41,114.0,40,Av. Siempre Viva,,APELADA
1034,0695 DVH,invalid_date,14:37,,40,Ruta 9,R03,APELADA
1035,VY 90 540,2023-09-24,08:41,118.0,40,av libertador,R02,PAGADA
1036,GLEN1E,invalid_date,09:46 AM,,40,Ruta 9,,APELADA
1037,HF 58 HXP,22/03/2021,invalid_hour,91.0,80,Ruta 9,R01,IMPAGA
1038,8B90638,2020/04/25,18:46,,40,ruta 9,,APELADA
1039,AWS 167,invalid_date,08:41,,80,Av Siempre Viva,R01,PAGADA
1040,T0Y DR,02/10/2020,invalid_hour,,40,Av. Libertador,,IMPAGA
1041,0695 DVH,2020-05-29,14:38,,40,AV LIBERTADOR,,ERROR
1042,0695 DVH,18/10/2023,invalid_hour,,80,av libertador,,APELADA
1043,M20 CPR,invalid_date,invalid_hour,140.0,60,Av. Libertador,R03,APELADA
1044,M43 1ZW,invalid_date,09:47 AM,,60,ruta 9,,IMPAGA
1045,CD 056 01,invalid_date,08:41,,80,AV LIBERTADOR,R01,ERROR
1046,99 998 68,invalid_date,14:38,101.0,60,Ruta 9,R02,APELADA
1047,831 MDB,31/12/2022,14:38,,60,Ruta 9,,APELADA
1048,41 RS TZ,invalid_date,14:38,118.0,60,Av Siempre Viva,R01,PAGADA
1049,GOOGLE,invalid_date,09:47 AM,86.0,40,Av Siempre Viva,R01,ERROR
1050,GOOGLE,07/04/2023,invalid_hour,69.0,60,av libertador,,APELADA
1051,,2020/03/15,invalid_hour,51.0,60,Av. Libertador,,IMPAGA
1052,CT5 B876,2023/03/22,18:46,,60,AV LIBERTADOR,R02,PAGADA
1053,691 XC 80,invalid_date,08:41,129.0,60,AV LIBERTADOR,R03,ERROR
1054,81-ZF-JD,invalid_date,09:47 AM,,60,Av. Siempre Viva,R01,PAGADA
1055,TL03 GOG,2020-03-27,14:38,,60,Ruta 9,R02,IMPAGA
1056,0695 DVH,2022-08-14,08:42,,80,ruta 9,R01,ERROR
1057,FVIO UHP,03/10/2023,18:46,,40,Av. Siempre Viva,R01,IMPAGA
1058,BM -351,20/10/2023,09:47 AM,135.0,80,Av. Libertador,,IMPAGA
1059,29 999 61,2023/02/07,09:47 AM,,40,av libertador,R01,PAGADA
1060,HAMSTUR,10/03/2021,09:48 AM,,80,ruta 9,R03,IMPAGA
1061,J1S1,2021/04/08,09:48 AM,78.0,80,Av Siempre Viva,,PAGADA
1062,UM 96 201,10/08/2023,18:47,93.0,60,av libertador,R03,PAGADA
1063,409,02/01/2024,14:39,126.0,80,Ruta 9,R01,IMPAGA
1064,RFH 373,2021-07-09,18:47,117.0,80,AV LIBERTADOR,R01,ERROR
1065,HF 3461,invalid_date,08:42,120.0,80,Av. Siempre Viva,,PAGADA
1066,HAMSTUR,invalid_date,18:47,,60,ruta 9,R02,ERROR
1067,HK 06 YMX,19/06/2021,14:39,,60,Av. Siempre Viva,,PAGADA
1068,GOOGLE,2023-05-04,14:39,45.0,40,Av Siempre Viva,,PAGADA
1069,GLEN1E,invalid_date,08:42,61.0,40,Av. Libertador,,PAGADA
1070,M20 CPR,invalid_date,invalid_hour,,40,Av. Libertador,R01,APELADA
1071,UM 96 201,2023-06-24,18:47,,40,Ruta 9,,APELADA
1072,DI2 LOT,14/10/2021,08:42,,60,AV LIBERTADOR,R03,APELADA
1073,CBM UK,2021/01/18,14:39,,80,AV LIBERTADOR,R03,IMPAGA
1074,T0Y DR,10/10/2023,09:48 AM,157.0,80,Av. Siempre Viva,R02,IMPAGA
1075,X IIUME,invalid_date,invalid_hour,56.0,60,Av. Libertador,R03,PAGADA
1076,41 RS TZ,invalid_date,invalid_hour,,40,Av. Libertador,R03,IMPAGA
1077,DK 414 N,invalid_date,08:42,119.0,80,Ruta 9,R02,ERROR
1078,691 XC 80,2021-02-19,18:47,,60,Ruta 9,,APELADA
1079,UW3932,2022-11-27,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA
1080,WE FLYN,invalid_date,14:39,148.0,80,ruta 9,R01,APELADA
1081,YLO8 WUE,2022/08/07,14:40,97.0,40,Ruta 9,,PAGADA
1082,AWS 167,17/03/2023,09:48 AM,131.0,60,Av. Siempre Viva,R03,ERROR
1083,6EVY261,25/12/2022,08:43,,60,Ruta 9,R02,PAGADA
1084,WE FLYN,2020-11-18,08:43,,60,AV LIBERTADOR,R01,PAGADA
1085,81-ZF-JD,2023/06/08,18:48,123.0,80,Av. Libertador,R01,IMPAGA
1086,WU 341 A,2022-10-14,14:40,,60,Ruta 9,R03,PAGADA
1087,GN64 OTP,19/05/2023,09:48 AM,101.0,40,Av. Libertador,,IMPAGA
1088,990 XYK,2024/01/21,18:48,85.0,80,Av Siempre Viva,R01,ERROR
1089,UW3932,2021-03-02,08:43,153.0,80,av libertador,R01,IMPAGA
1090,66 111 72,2024/02/06,invalid_hour,136.0,80,Av Siempre Viva,R03,PAGADA
1091,FVIO UHP,2022/05/08,14:40,142.0,80,av libertador,R01,APELADA
1092,M20 CPR,2020-03-23,14:40,,60,Ruta 9,R01,ERROR
1093,29 999 61,2021/12/06,18:48,,60,Av Siempre Viva,R02,PAGADA
1094,TL03 GOG,01/07/2022,14:40,113.0,60,Ruta 9,R01,PAGADA
1095,GE 1466,15/02/2021,14:41,86.0,40,Ruta 9,R03,PAGADA
1096,29 999 61,27/12/2020,invalid_hour,,80,av libertador,R02,ERROR
1097,M43 1ZW,invalid_date,invalid_hour,69.0,60,av libertador,R02,PAGADA
1098,GE 1466,invalid_date,09:49 AM,,60,AV LIBERTADOR,,PAGADA
1099,VY 90 540,10/06/2021,09:49 AM,41.0,40,AV LIBERTADOR,R03,ERROR
1100,FD 1475,invalid_date,18:48,,40,ruta 9,R02,PAGADA
1101,6EVY261,2022/03/09,18:49,47.0,40,Av Siempre Viva,R01,APELADA
1102,FD 1475,2023/06/12,09:49 AM,140.0,80,Ruta 9,R02,ERROR
1103,RFH 373,2020/08/25,18:49,,40,Av. Libertador,R02,PAGADA
1104,T0Y DR,invalid_date,invalid_hour,,80,Av. Siempre Viva,R01,APELADA
1105,W326 AVE,2023-08-20,14:41,96.0,40,Av. Libertador,,ERROR
1106,81-ZF-JD,2023/06/08,14:41,,80,Ruta 9,R02,PAGADA
1107,GN64 OTP,14/04/2020,invalid_hour,,60,Ruta 9,,APELADA
1108,GN64 OTP,invalid_date,18:49,85.0,60,Ruta 9,R03,ERROR
1109,T0Y DR,11/04/2023,14:41,90.0,80,AV LIBERTADOR,,ERROR
1110,99 998 68,invalid_date,invalid_hour,,40,AV LIBERTADOR,,APELADA
1111,PIW 4215,2022/03/13,08:43,,80,Ruta 9,R03,PAGADA
1112,X IIUME,05/01/2020,18:49,,60,Av. Libertador,,IMPAGA
1113,INTIGR8,2022/07/15,invalid_hour,95.0,40,Av Siempre Viva,R02,PAGADA
1114,AI7 OVF,2020-06-19,18:49,,60,Av. Libertador,,APELADA
1115,6EVY261,invalid_date,invalid_hour,121.0,80,AV LIBERTADOR,,ERROR
1116,M43 1ZW,2024-01-05,09:49 AM,,40,Av. Siempre Viva,R01,IMPAGA
1117,BHRP 770,2020/01/14,09:49 AM,158.0,80,ruta 9,,APELADA
1118,0695 DVH,invalid_date,09:50 AM,,80,Av Siempre Viva,R01,IMPAGA
1119,PIW 4215,18/11/2023,09:50 AM,,80,Av Siempre Viva,,PAGADA
1120,T0Y DR,28/09/2020,18:50,68.0,40,av libertador,R03,IMPAGA
1121,PIW 4215,2023-10-02,08:43,,60,AV LIBERTADOR,R02,APELADA
1122,GE 1466,2020-10-25,14:41,,60,av libertador,,PAGADA
1123,TL03 GOG,2020/02/02,18:50,,80,Av. Siempre Viva,R03,ERROR
1124,VY 90 540,invalid_date,08:44,,60,av libertador,R02,PAGADA
1125,3646 HBH,03/08/2021,08:44,142.0,80,AV LIBERTADOR,,ERROR
1126,DK 414 N,2022/05/22,08:44,88.0,40,ruta 9,R03,ERROR
1127,29 999 61,2023/11/10,invalid_hour,88.0,60,AV LIBERTADOR,R02,APELADA
1128,INTIGR8,25/05/2023,invalid_hour,114.0,60,Av Siempre Viva,R02,APELADA
1129,X IIUME,invalid_date,14:42,158.0,80,Av. Siempre Viva,R03,IMPAGA
1130,81-ZF-JD,invalid_date,09:50 AM,50.0,60,ruta 9,R01,PAGADA
1131,VY 90 540,invalid_date,08:44,,40,Av. Siempre Viva,R03,APELADA
1132,409,2021-01-02,14:42,,60,Av. Siempre Viva,,ERROR
1133,GN64 OTP,2023-05-26,invalid_hour,42.0,40,av libertador,R01,PAGADA
1134,GCP332,18/08/2023,18:50,,80,ruta 9,,PAGADA
1135,B 81 JKY,2021-08-03,08:44,,40,Av. Siempre Viva,R02,ERROR
1136,M20 CPR,2023/04/25,09:50 AM,,40,Ruta 9,R02,ERROR
1137,AWS 167,invalid_date,18:50,56.0,40,ruta 9,R01,ERROR
1138,,2020-06-28,invalid_hour,91.0,80,AV LIBERTADOR,R02,ERROR
1139,GLEN1E,invalid_date,14:42,75.0,40,Av Siempre Viva,R02,PAGADA
1140,990 XYK,2021/06/10,18:50,103.0,40,Av. Siempre Viva,,PAGADA
1141,J1S1,invalid_date,invalid_hour,91.0,40,Av. Siempre Viva,R03,APELADA
1142,81-ZF-JD,2021-03-17,08:45,,40,AV LIBERTADOR,,PAGADA
1143,B 81 JKY,invalid_date,09:50 AM,61.0,60,AV LIBERTADOR,R01,ERROR
1144,81-ZF-JD,2023/07/20,18:51,,40,AV LIBERTADOR,R02,IMPAGA
1145,66 111 72,05/11/2022,invalid_hour,150.0,80,AV LIBERTADOR,,ERROR
1146,3646 HBH,2020-06-10,09:51 AM,,60,AV LIBERTADOR,R03,APELADA
1147,AI7 OVF,16/03/2020,14:42,114.0,60,AV LIBERTADOR,R01,ERROR
1148,WU08 YWC,2021/03/01,14:42,146.0,80,av libertador,R03,IMPAGA
1149,BB 8986,05/03/2020,09:51 AM,73.0,60,Ruta 9,,ERROR
1150,99 998 68,2023/12/29,08:45,123.0,80,av libertador,,PAGADA
1151,M20 CPR,2023/08/20,invalid_hour,,40,AV LIBERTADOR,R01,ERROR
1152,W326 AVE,2021-05-11,invalid_hour,75.0,80,ruta 9,R03,APELADA
1153,HF 3461,2023-08-26,09:51 AM,74.0,80,AV LIBERTADOR,R03,IMPAGA
1154,VTII AHV,21/05/2021,08:45,,80,AV LIBERTADOR,R03,IMPAGA
1155,6NCE831,18/11/2023,08:45,140.0,80,Ruta 9,,IMPAGA
1156,M43 1ZW,2021-08-20,invalid_hour,114.0,60,Av Siempre Viva,R03,PAGADA
1157,CBM UK,invalid_date,14:43,,40,ruta 9,R01,IMPAGA
1158,TL03 GOG,24/03/2022,invalid_hour,74.0,80,AV LIBERTADOR,R02,IMPAGA
1159,W326 AVE,2020-01-21,14:43,,40,AV LIBERTADOR,R02,APELADA
1160,MX60 NZA,21/10/2023,invalid_hour,,40,Ruta 9,,PAGADA
1161,DI2 LOT,2023-06-06,08:45,,40,Av Siempre Viva,,ERROR
1162,6NCE831,2022/02/10,08:46,62.0,40,Av. Libertador,R01,PAGADA
1163,X IIUME,2020-04-26,08:46,53.0,60,av libertador,R01,PAGADA
1164,AWS 167,2020-02-03,08:46,85.0,40,Ruta 9,R01,IMPAGA
1165,409,2023/03/20,09:51 AM,111.0,40,Av. Libertador,R03,IMPAGA
1166,PIW 4215,invalid_date,08:46,109.0,80,Av Siempre Viva,,APELADA
1167,81-ZF-JD,2021/10/18,09:51 AM,113.0,40,Av Siempre Viva,R02,IMPAGA
1168,HAMSTUR,2020-09-19,08:46,,40,AV LIBERTADOR,R01,PAGADA
1169,29 999 61,2023-12-02,invalid_hour,155.0,80,ruta 9,R02,APELADA
1170,81-ZF-JD,2023-02-06,invalid_hour,116.0,60,Av Siempre Viva,R02,IMPAGA
1171,BM -351,2023-11-23,invalid_hour,,40,Av. Libertador,R02,ERROR
1172,YLO8 WUE,invalid_date,08:47,108.0,40,Av. Libertador,,IMPAGA
1173,29 999 61,2023/04/13,14:43,112.0,80,Ruta 9,,PAGADA
1174,T0Y DR,2022-04-17,09:52 AM,,60,Av. Libertador,R01,ERROR
1175,GE 1466,27/12/2022,14:43,71.0,80,Av Siempre Viva,R01,APELADA
1176,409,2020/06/01,08:47,90.0,80,ruta 9,R03,APELADA
1177,29 999 61,2023/09/11,invalid_hour,,40,Av. Siempre Viva,R02,APELADA
1178,N HZ 1002,27/07/2021,invalid_hour,,60,AV LIBERTADOR,R02,PAGADA
1179,DK 414 N,invalid_date,18:51,,60,Av Siempre Viva,R03,PAGADA
1180,GE 1466,2021-02-13,18:51,,60,av libertador,R01,PAGADA
1181,N HZ 1002,13/11/2020,18:51,71.0,40,Ruta 9,R03,APELADA
1182,589222,invalid_date,18:51,38.0,40,Av. Libertador,,ERROR
1183,41 RS TZ,invalid_date,14:43,,80,av libertador,R01,IMPAGA
1184,HK 06 YMX,invalid_date,18:52,116.0,60,Av. Siempre Viva,R01,ERROR
1185,3646 HBH,2022/11/04,invalid_hour,,40,av libertador,R01,PAGADA
1186,WE FLYN,invalid_date,09:52 AM,121.0,60,AV LIBERTADOR,R03,ERROR
1187,PIW 4215,2022-09-04,invalid_hour,,80,Av. Libertador,R01,ERROR
1188,GCP332,invalid_date,18:52,,60,av libertador,,APELADA
1189,29 999 61,invalid_date,09:52 AM,,40,Ruta 9,R01,ERROR
1190,FD 1475,2022-03-04,invalid_hour,58.0,40,Av. Libertador,R03,ERROR
1191,WU08 YWC,01/05/2020,invalid_hour,86.0,80,Av Siempre Viva,R01,PAGADA
1192,M VU 4688,08/06/2020,14:44,50.0,60,Av. Siempre Viva,R02,ERROR
1193,CT5 B876,invalid_date,18:52,46.0,40,Ruta 9,R03,ERROR
1194,M PX 9357,invalid_date,14:44,143.0,80,Av. Siempre Viva,,ERROR
1195,AI7 OVF,invalid_date,09:52 AM,60.0,40,ruta 9,R01,IMPAGA
1196,810 TCH,2023/09/07,18:52,,40,Av. Siempre Viva,R03,PAGADA
1197,GOOGLE,13/02/2023,08:47,67.0,60,Av. Libertador,R02,PAGADA
1198,VTII AHV,invalid_date,invalid_hour,,60,Av Siempre Viva,R01,ERROR
1199,PIW 4215,2021/05/28,18:52,,80,av libertador,R01,IMPAGA
1200,WU08 YWC,invalid_date,14:44,111.0,60,Ruta 9,R01,IMPAGA
1201,6EVY261,2023-01-30,18:53,,40,Av. Siempre Viva,R01,IMPAGA
1202,HF 3461,invalid_date,08:47,,60,Av. Siempre Viva,R01,PAGADA
1203,BB 8986,invalid_date,invalid_hour,104.0,60,Av. Libertador,R01,APELADA
1204,HF 3461,invalid_date,18:53,94.0,80,Av. Siempre Viva,R01,PAGADA
1205,WE FLYN,2022-12-10,18:53,,40,ruta 9,R03,IMPAGA
1206,,2020/10/10,08:47,52.0,60,AV LIBERTADOR,R03,PAGADA
1207,409,11/12/2020,09:52 AM,,60,Av. Libertador,R03,ERROR
1208,66 111 72,2020-05-07,18:53,61.0,40,Av. Libertador,R03,ERROR
1209,GN64 OTP,2021-07-13,09:53 AM,118.0,80,Av. Libertador,R02,PAGADA
1210,PIW 4215,2020-09-23,09:53 AM,,80,Av. Siempre Viva,,PAGADA
1211,WE FLYN,2022/11/22,09:53 AM,105.0,40,Av Siempre Viva,,APELADA
1212,M20 CPR,2023/08/09,invalid_hour,,60,ruta 9,,PAGADA
1213,M43 1ZW,01/02/2024,invalid_hour,,80,Ruta 9,R02,APELADA
1214,CD 056 01,invalid_date,08:48,,80,Ruta 9,R02,APELADA
1215,HF 3461,2021/09/25,18:53,,60,Av. Siempre Viva,R03,APELADA
1216,W326 AVE,2023/01/24,invalid_hour,84.0,80,Av. Siempre Viva,,IMPAGA
1217,BB 8986,2022-09-24,08:48,,80,AV LIBERTADOR,,ERROR
1218,J1S1,invalid_date,18:54,,40,ruta 9,R02,APELADA
1219,GN64 OTP,2023-11-18,18:54,,40,av libertador,,PAGADA
1220,M PX 9357,invalid_date,08:48,,60,AV LIBERTADOR,R03,PAGADA
1221,BM -351,2020-05-20,invalid_hour,125.0,80,Av. Siempre Viva,R02,ERROR
1222,WU 341 A,invalid_date,09:53 AM,,80,Ruta 9,R01,APELADA
1223,GE 1466,invalid_date,invalid_hour,,60,Av Siempre Viva,R03,PAGADA
1224,PIW 4215,2023/08/04,14:44,134.0,80,Av. Siempre Viva,,PAGADA
1225,CBM UK,invalid_date,08:48,,40,Av Siempre Viva,R02,PAGADA
1226,X IIUME,2021/02/10,09:53 AM,98.0,80,Av. Libertador,,PAGADA
1227,RFH 373,2022/10/19,18:54,,80,ruta 9,R01,ERROR
1228,RFH 373,2023-10-04,invalid_hour,,40,Av. Siempre Viva,R02,APELADA
1229,HK 06 YMX,2020/06/18,08:48,,60,AV LIBERTADOR,R02,ERROR
1230,GCP332,2020/06/08,09:54 AM,111.0,40,av libertador,R01,IMPAGA
1231,BHRP 770,11/12/2022,14:44,115.0,60,AV LIBERTADOR,R02,APELADA
1232,WU08 YWC,invalid_date,14:45,,80,Av Siempre Viva,R02,ERROR
1233,FVIO UHP,2020/07/12,08:49,,80,Av. Siempre Viva,R01,PAGADA
1234,VY 90 540,invalid_date,09:54 AM,,80,av libertador,R01,IMPAGA
1235,VTII AHV,2023/11/24,08:49,,60,Av Siempre Viva,R02,APELADA
1236,T0Y DR,invalid_date,invalid_hour,120.0,60,Av. Siempre Viva,R02,PAGADA
1237,99 998 68,2020/11/24,08:49,,80,Av Siempre Viva,R03,PAGADA
1238,CBM UK,2021-10-02,18:54,,40,av libertador,,PAGADA
1239,YLO8 WUE,25/11/2023,09:54 AM,,60,AV LIBERTADOR,,PAGADA
1240,FVIO UHP,2020/09/01,invalid_hour,,40,Av. Siempre Viva,R03,IMPAGA
1241,990 XYK,2020/04/30,09:54 AM,,40,Av Siempre Viva,R01,ERROR
1242,409,2021-12-25,invalid_hour,107.0,60,av libertador,R02,PAGADA
1243,YLO8 WUE,2020/02/11,08:49,,80,Av. Siempre Viva,,IMPAGA
1244,CT5 B876,2023-05-11,18:54,,40,Av. Siempre Viva,R01,APELADA
1245,WU 341 A,2023-12-25,14:45,,80,Av Siempre Viva,,PAGADA
1246,WE FLYN,2023-03-05,08:49,46.0,40,Ruta 9,R02,ERROR
1247,FD 1475,30/10/2023,14:45,,40,ruta 9,R02,PAGADA
1248,VTII AHV,invalid_date,14:45,49.0,40,ruta 9,,PAGADA
1249,81-ZF-JD,2021-05-19,invalid_hour,120.0,40,Ruta 9,,ERROR
1250,M PX 9357,2020-08-24,18:55,,60,AV LIBERTADOR,R03,APELADA
1251,6EVY261,2023-01-05,14:45,133.0,60,Av. Siempre Viva,,ERROR
1252,BB 8986,2023-05-23,08:50,,80,ruta 9,R03,PAGADA
1253,T0Y DR,2020-06-30,08:50,,80,AV LIBERTADOR,,APELADA
1254,HF 58 HXP,2023-07-28,invalid_hour,86.0,80,Av. Siempre Viva,R03,IMPAGA
1255,T0Y DR,2020-12-01,09:54 AM,139.0,60,av libertador,R03,APELADA
1256,BX 55 DOG,18/02/2023,invalid_hour,156.0,80,Av Siempre Viva,,ERROR
1257,J1S1,2023-08-09,08:50,60.0,40,Av. Libertador,R01,IMPAGA
1258,AWS 167,2020-11-05,09:55 AM,107.0,40,Av Siempre Viva,R01,APELADA
1259,691 XC 80,29/11/2022,invalid_hour,117.0,80,AV LIBERTADOR,,APELADA
1260,FD 1475,23/01/2022,08:50,79.0,60,Av. Siempre Viva,R02,IMPAGA
